Ano,Mes,Tema,Subtema,item,Viajeros
2019,Diciembre,Turistas Nacionales,Origen,POPAYAN,0
2019,Total,Turistas Nacionales,Origen,POPAYAN,0
2017,Enero,Turistas Nacionales,Origen,PUTUMAYO,2278
2017,Febrero,Turistas Nacionales,Origen,PUTUMAYO,3836
2017,Marzo,Turistas Nacionales,Origen,PUTUMAYO,4314
2017,Abril,Turistas Nacionales,Origen,PUTUMAYO,4052
2017,Mayo,Turistas Nacionales,Origen,PUTUMAYO,5060
2017,Junio,Turistas Nacionales,Origen,PUTUMAYO,3114
2017,Julio,Turistas Nacionales,Origen,PUTUMAYO,4535
2017,Agosto,Turistas Nacionales,Origen,PUTUMAYO,3630
2017,Septiembre,Turistas Nacionales,Origen,PUTUMAYO,3864
2017,Octubre,Turistas Nacionales,Origen,PUTUMAYO,4564
2017,Noviembre,Turistas Nacionales,Origen,PUTUMAYO,4579
2017,Diciembre,Turistas Nacionales,Origen,PUTUMAYO,1737
2017,Total,Turistas Nacionales,Origen,PUTUMAYO,45563
2018,Enero,Turistas Nacionales,Origen,PUTUMAYO,8720
2018,Febrero,Turistas Nacionales,Origen,PUTUMAYO,8632
2018,Marzo,Turistas Nacionales,Origen,PUTUMAYO,7788
2018,Abril,Turistas Nacionales,Origen,PUTUMAYO,17847
2018,Mayo,Turistas Nacionales,Origen,PUTUMAYO,522
2018,Junio,Turistas Nacionales,Origen,PUTUMAYO,7884
2018,Julio,Turistas Nacionales,Origen,PUTUMAYO,1248
2018,Agosto,Turistas Nacionales,Origen,PUTUMAYO,4874
2018,Septiembre,Turistas Nacionales,Origen,PUTUMAYO,1200
2018,Octubre,Turistas Nacionales,Origen,PUTUMAYO,21471
2018,Noviembre,Turistas Nacionales,Origen,PUTUMAYO,
2018,Diciembre,Turistas Nacionales,Origen,PUTUMAYO,7779
2018,Total,Turistas Nacionales,Origen,PUTUMAYO,87965
2019,Enero,Turistas Nacionales,Origen,PUTUMAYO,2185
2019,Febrero,Turistas Nacionales,Origen,PUTUMAYO,2040
2019,Marzo,Turistas Nacionales,Origen,PUTUMAYO,2265
2019,Abril,Turistas Nacionales,Origen,PUTUMAYO,2739
2019,Mayo,Turistas Nacionales,Origen,PUTUMAYO,1546
2019,Junio,Turistas Nacionales,Origen,PUTUMAYO,1347
2019,Julio,Turistas Nacionales,Origen,PUTUMAYO,5180
2019,Agosto,Turistas Nacionales,Origen,PUTUMAYO,2537
2019,Septiembre,Turistas Nacionales,Origen,PUTUMAYO,20502
2019,Octubre,Turistas Nacionales,Origen,PUTUMAYO,5207
2019,Noviembre,Turistas Nacionales,Origen,PUTUMAYO,0
2019,Diciembre,Turistas Nacionales,Origen,PUTUMAYO,10093
2019,Total,Turistas Nacionales,Origen,PUTUMAYO,55641
2017,Enero,Turistas Nacionales,Origen,QUIBDO,
2017,Febrero,Turistas Nacionales,Origen,QUIBDO,
2017,Marzo,Turistas Nacionales,Origen,QUIBDO,
2017,Abril,Turistas Nacionales,Origen,QUIBDO,
2017,Mayo,Turistas Nacionales,Origen,QUIBDO,
2017,Junio,Turistas Nacionales,Origen,QUIBDO,
2017,Julio,Turistas Nacionales,Origen,QUIBDO,
2017,Agosto,Turistas Nacionales,Origen,QUIBDO,
2017,Septiembre,Turistas Nacionales,Origen,QUIBDO,
2017,Octubre,Turistas Nacionales,Origen,QUIBDO,
2017,Noviembre,Turistas Nacionales,Origen,QUIBDO,
2017,Diciembre,Turistas Nacionales,Origen,QUIBDO,
2017,Total,Turistas Nacionales,Origen,QUIBDO,
2018,Enero,Turistas Nacionales,Origen,QUIBDO,138
2018,Febrero,Turistas Nacionales,Origen,QUIBDO,137
2018,Marzo,Turistas Nacionales,Origen,QUIBDO,0
2018,Abril,Turistas Nacionales,Origen,QUIBDO,539
2018,Mayo,Turistas Nacionales,Origen,QUIBDO,0
2018,Junio,Turistas Nacionales,Origen,QUIBDO,0
2018,Julio,Turistas Nacionales,Origen,QUIBDO,
2018,Agosto,Turistas Nacionales,Origen,QUIBDO,
2018,Septiembre,Turistas Nacionales,Origen,QUIBDO,
2018,Octubre,Turistas Nacionales,Origen,QUIBDO,
2018,Noviembre,Turistas Nacionales,Origen,QUIBDO,
2018,Diciembre,Turistas Nacionales,Origen,QUIBDO,2222
2018,Total,Turistas Nacionales,Origen,QUIBDO,3036
2019,Enero,Turistas Nacionales,Origen,QUIBDO,0
2019,Febrero,Turistas Nacionales,Origen,QUIBDO,0
2019,Marzo,Turistas Nacionales,Origen,QUIBDO,0
2019,Abril,Turistas Nacionales,Origen,QUIBDO,0
2019,Mayo,Turistas Nacionales,Origen,QUIBDO,0
2019,Junio,Turistas Nacionales,Origen,QUIBDO,0
2019,Julio,Turistas Nacionales,Origen,QUIBDO,0
2019,Agosto,Turistas Nacionales,Origen,QUIBDO,0
2019,Septiembre,Turistas Nacionales,Origen,QUIBDO,0
2019,Octubre,Turistas Nacionales,Origen,QUIBDO,0
2019,Noviembre,Turistas Nacionales,Origen,QUIBDO,0
2019,Diciembre,Turistas Nacionales,Origen,QUIBDO,0
2019,Total,Turistas Nacionales,Origen,QUIBDO,0
2017,Enero,Turistas Nacionales,Origen,QUINDIO,11064
2017,Febrero,Turistas Nacionales,Origen,QUINDIO,4910
2017,Marzo,Turistas Nacionales,Origen,QUINDIO,5599
2017,Abril,Turistas Nacionales,Origen,QUINDIO,5202
2017,Mayo,Turistas Nacionales,Origen,QUINDIO,6384
2017,Junio,Turistas Nacionales,Origen,QUINDIO,4281
2017,Julio,Turistas Nacionales,Origen,QUINDIO,5650
2017,Agosto,Turistas Nacionales,Origen,QUINDIO,4298
2017,Septiembre,Turistas Nacionales,Origen,QUINDIO,6590
2017,Octubre,Turistas Nacionales,Origen,QUINDIO,4135
2017,Noviembre,Turistas Nacionales,Origen,QUINDIO,4675
2017,Diciembre,Turistas Nacionales,Origen,QUINDIO,9746
2017,Total,Turistas Nacionales,Origen,QUINDIO,72534
2018,Enero,Turistas Nacionales,Origen,QUINDIO,8825
2018,Febrero,Turistas Nacionales,Origen,QUINDIO,8736
2018,Marzo,Turistas Nacionales,Origen,QUINDIO,8139
2018,Abril,Turistas Nacionales,Origen,QUINDIO,4918
2018,Mayo,Turistas Nacionales,Origen,QUINDIO,13110
2018,Junio,Turistas Nacionales,Origen,QUINDIO,8283
2018,Julio,Turistas Nacionales,Origen,QUINDIO,11037
2018,Agosto,Turistas Nacionales,Origen,QUINDIO,9049
2018,Septiembre,Turistas Nacionales,Origen,QUINDIO,7724
2018,Octubre,Turistas Nacionales,Origen,QUINDIO,16178
2018,Noviembre,Turistas Nacionales,Origen,QUINDIO,6380
2018,Diciembre,Turistas Nacionales,Origen,QUINDIO,13220
2018,Total,Turistas Nacionales,Origen,QUINDIO,115599
2019,Enero,Turistas Nacionales,Origen,QUINDIO,7674
2019,Febrero,Turistas Nacionales,Origen,QUINDIO,7300
2019,Marzo,Turistas Nacionales,Origen,QUINDIO,9063
2019,Abril,Turistas Nacionales,Origen,QUINDIO,8379
2019,Mayo,Turistas Nacionales,Origen,QUINDIO,6000
2019,Junio,Turistas Nacionales,Origen,QUINDIO,8156
2019,Julio,Turistas Nacionales,Origen,QUINDIO,10542
2019,Agosto,Turistas Nacionales,Origen,QUINDIO,5126
2019,Septiembre,Turistas Nacionales,Origen,QUINDIO,15204
2019,Octubre,Turistas Nacionales,Origen,QUINDIO,8497
2019,Noviembre,Turistas Nacionales,Origen,QUINDIO,10613
2019,Diciembre,Turistas Nacionales,Origen,QUINDIO,4157
2019,Total,Turistas Nacionales,Origen,QUINDIO,100711
2017,Enero,Turistas Nacionales,Origen,RISARALDA,16488
2017,Febrero,Turistas Nacionales,Origen,RISARALDA,15179
2017,Marzo,Turistas Nacionales,Origen,RISARALDA,17119
2017,Abril,Turistas Nacionales,Origen,RISARALDA,16126
2017,Mayo,Turistas Nacionales,Origen,RISARALDA,19882
2017,Junio,Turistas Nacionales,Origen,RISARALDA,12503
2017,Julio,Turistas Nacionales,Origen,RISARALDA,18188
2017,Agosto,Turistas Nacionales,Origen,RISARALDA,13625
2017,Septiembre,Turistas Nacionales,Origen,RISARALDA,16481
2017,Octubre,Turistas Nacionales,Origen,RISARALDA,18257
2017,Noviembre,Turistas Nacionales,Origen,RISARALDA,14081
2017,Diciembre,Turistas Nacionales,Origen,RISARALDA,14071
2017,Total,Turistas Nacionales,Origen,RISARALDA,192000
2018,Enero,Turistas Nacionales,Origen,RISARALDA,15336
2018,Febrero,Turistas Nacionales,Origen,RISARALDA,15181
2018,Marzo,Turistas Nacionales,Origen,RISARALDA,10435
2018,Abril,Turistas Nacionales,Origen,RISARALDA,14173
2018,Mayo,Turistas Nacionales,Origen,RISARALDA,23874
2018,Junio,Turistas Nacionales,Origen,RISARALDA,11383
2018,Julio,Turistas Nacionales,Origen,RISARALDA,13757
2018,Agosto,Turistas Nacionales,Origen,RISARALDA,19392
2018,Septiembre,Turistas Nacionales,Origen,RISARALDA,10982
2018,Octubre,Turistas Nacionales,Origen,RISARALDA,20049
2018,Noviembre,Turistas Nacionales,Origen,RISARALDA,10349
2018,Diciembre,Turistas Nacionales,Origen,RISARALDA,15659
2018,Total,Turistas Nacionales,Origen,RISARALDA,180570
2019,Enero,Turistas Nacionales,Origen,RISARALDA,13883
2019,Febrero,Turistas Nacionales,Origen,RISARALDA,13499
2019,Marzo,Turistas Nacionales,Origen,RISARALDA,16561
2019,Abril,Turistas Nacionales,Origen,RISARALDA,14702
2019,Mayo,Turistas Nacionales,Origen,RISARALDA,12082
2019,Junio,Turistas Nacionales,Origen,RISARALDA,14394
2019,Julio,Turistas Nacionales,Origen,RISARALDA,16858
2019,Agosto,Turistas Nacionales,Origen,RISARALDA,5988
2019,Septiembre,Turistas Nacionales,Origen,RISARALDA,13409
2019,Octubre,Turistas Nacionales,Origen,RISARALDA,17041
2019,Noviembre,Turistas Nacionales,Origen,RISARALDA,18058
2019,Diciembre,Turistas Nacionales,Origen,RISARALDA,10889
2019,Total,Turistas Nacionales,Origen,RISARALDA,167364
2017,Enero,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2144
2017,Febrero,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",4822
2017,Marzo,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5419
2017,Abril,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5210
2017,Mayo,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",6247
2017,Junio,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3899
2017,Julio,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",6194
2017,Agosto,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3832
2017,Septiembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5033
2017,Octubre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",7606
2017,Noviembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1091
2017,Diciembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5475
2017,Total,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",56972
2018,Enero,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2808
2018,Febrero,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2780
2018,Marzo,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2213
2018,Abril,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",0
2018,Mayo,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5689
2018,Junio,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3060
2018,Julio,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",142
2018,Agosto,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",
2018,Septiembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",955
2018,Octubre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5344
2018,Noviembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",7205
2018,Diciembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",13438
2018,Total,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",43634
2019,Enero,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",6683
2019,Febrero,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",6376
2019,Marzo,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",7531
2019,Abril,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",7639
2019,Mayo,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5305
2019,Junio,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",5782
2019,Julio,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",11429
2019,Agosto,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1182
2019,Septiembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",4368
2019,Octubre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",8194
2019,Noviembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",0
2019,Diciembre,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",14500
2019,Total,Turistas Nacionales,Origen,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",78989
2017,Enero,Turistas Nacionales,Origen,SANTANDER,25921
2017,Febrero,Turistas Nacionales,Origen,SANTANDER,45731
2017,Marzo,Turistas Nacionales,Origen,SANTANDER,52121
2017,Abril,Turistas Nacionales,Origen,SANTANDER,48379
2017,Mayo,Turistas Nacionales,Origen,SANTANDER,59557
2017,Junio,Turistas Nacionales,Origen,SANTANDER,39765
2017,Julio,Turistas Nacionales,Origen,SANTANDER,52400
2017,Agosto,Turistas Nacionales,Origen,SANTANDER,40586
2017,Septiembre,Turistas Nacionales,Origen,SANTANDER,60614
2017,Octubre,Turistas Nacionales,Origen,SANTANDER,38138
2017,Noviembre,Turistas Nacionales,Origen,SANTANDER,46668
2017,Diciembre,Turistas Nacionales,Origen,SANTANDER,85882
2017,Total,Turistas Nacionales,Origen,SANTANDER,595762
2018,Enero,Turistas Nacionales,Origen,SANTANDER,91090
2018,Febrero,Turistas Nacionales,Origen,SANTANDER,90171
2018,Marzo,Turistas Nacionales,Origen,SANTANDER,97914
2018,Abril,Turistas Nacionales,Origen,SANTANDER,81277
2018,Mayo,Turistas Nacionales,Origen,SANTANDER,78506
2018,Junio,Turistas Nacionales,Origen,SANTANDER,97892
2018,Julio,Turistas Nacionales,Origen,SANTANDER,84153
2018,Agosto,Turistas Nacionales,Origen,SANTANDER,82838
2018,Septiembre,Turistas Nacionales,Origen,SANTANDER,79988
2018,Octubre,Turistas Nacionales,Origen,SANTANDER,117966
2018,Noviembre,Turistas Nacionales,Origen,SANTANDER,96290
2018,Diciembre,Turistas Nacionales,Origen,SANTANDER,143171
2018,Total,Turistas Nacionales,Origen,SANTANDER,1141256
2019,Enero,Turistas Nacionales,Origen,SANTANDER,91791
2019,Febrero,Turistas Nacionales,Origen,SANTANDER,91037
2019,Marzo,Turistas Nacionales,Origen,SANTANDER,110080
2019,Abril,Turistas Nacionales,Origen,SANTANDER,94837
2019,Mayo,Turistas Nacionales,Origen,SANTANDER,87410
2019,Junio,Turistas Nacionales,Origen,SANTANDER,91453
2019,Julio,Turistas Nacionales,Origen,SANTANDER,100668
2019,Agosto,Turistas Nacionales,Origen,SANTANDER,76591
2019,Septiembre,Turistas Nacionales,Origen,SANTANDER,77429
2019,Octubre,Turistas Nacionales,Origen,SANTANDER,76075
2019,Noviembre,Turistas Nacionales,Origen,SANTANDER,110026
2019,Diciembre,Turistas Nacionales,Origen,SANTANDER,89520
2019,Total,Turistas Nacionales,Origen,SANTANDER,1096917
2017,Enero,Turistas Nacionales,Origen,SUCRE,426
2017,Febrero,Turistas Nacionales,Origen,SUCRE,4079
2017,Marzo,Turistas Nacionales,Origen,SUCRE,4531
2017,Abril,Turistas Nacionales,Origen,SUCRE,4426
2017,Mayo,Turistas Nacionales,Origen,SUCRE,5318
2017,Junio,Turistas Nacionales,Origen,SUCRE,3096
2017,Julio,Turistas Nacionales,Origen,SUCRE,5467
2017,Agosto,Turistas Nacionales,Origen,SUCRE,3291
2017,Septiembre,Turistas Nacionales,Origen,SUCRE,3200
2017,Octubre,Turistas Nacionales,Origen,SUCRE,8046
2017,Noviembre,Turistas Nacionales,Origen,SUCRE,546
2017,Diciembre,Turistas Nacionales,Origen,SUCRE,420
2017,Total,Turistas Nacionales,Origen,SUCRE,42846
2018,Enero,Turistas Nacionales,Origen,SUCRE,2191
2018,Febrero,Turistas Nacionales,Origen,SUCRE,2169
2018,Marzo,Turistas Nacionales,Origen,SUCRE,1545
2018,Abril,Turistas Nacionales,Origen,SUCRE,393
2018,Mayo,Turistas Nacionales,Origen,SUCRE,5224
2018,Junio,Turistas Nacionales,Origen,SUCRE,1391
2018,Julio,Turistas Nacionales,Origen,SUCRE,2070
2018,Agosto,Turistas Nacionales,Origen,SUCRE,6069
2018,Septiembre,Turistas Nacionales,Origen,SUCRE,186
2018,Octubre,Turistas Nacionales,Origen,SUCRE,3120
2018,Noviembre,Turistas Nacionales,Origen,SUCRE,435
2018,Diciembre,Turistas Nacionales,Origen,SUCRE,687
2018,Total,Turistas Nacionales,Origen,SUCRE,25480
2019,Enero,Turistas Nacionales,Origen,SUCRE,1448
2019,Febrero,Turistas Nacionales,Origen,SUCRE,1424
2019,Marzo,Turistas Nacionales,Origen,SUCRE,1698
2019,Abril,Turistas Nacionales,Origen,SUCRE,1547
2019,Mayo,Turistas Nacionales,Origen,SUCRE,1329
2019,Junio,Turistas Nacionales,Origen,SUCRE,1347
2019,Julio,Turistas Nacionales,Origen,SUCRE,1884
2019,Agosto,Turistas Nacionales,Origen,SUCRE,874
2019,Septiembre,Turistas Nacionales,Origen,SUCRE,6799
2019,Octubre,Turistas Nacionales,Origen,SUCRE,1505
2019,Noviembre,Turistas Nacionales,Origen,SUCRE,579
2019,Diciembre,Turistas Nacionales,Origen,SUCRE,745
2019,Total,Turistas Nacionales,Origen,SUCRE,21179
2017,Enero,Turistas Nacionales,Origen,TOLIMA,55479
2017,Febrero,Turistas Nacionales,Origen,TOLIMA,54186
2017,Marzo,Turistas Nacionales,Origen,TOLIMA,61159
2017,Abril,Turistas Nacionales,Origen,TOLIMA,57322
2017,Mayo,Turistas Nacionales,Origen,TOLIMA,71169
2017,Junio,Turistas Nacionales,Origen,TOLIMA,44821
2017,Julio,Turistas Nacionales,Origen,TOLIMA,63776
2017,Agosto,Turistas Nacionales,Origen,TOLIMA,50037
2017,Septiembre,Turistas Nacionales,Origen,TOLIMA,59317
2017,Octubre,Turistas Nacionales,Origen,TOLIMA,60235
2017,Noviembre,Turistas Nacionales,Origen,TOLIMA,59730
2017,Diciembre,Turistas Nacionales,Origen,TOLIMA,47070
2017,Total,Turistas Nacionales,Origen,TOLIMA,684301
2018,Enero,Turistas Nacionales,Origen,TOLIMA,50544
2018,Febrero,Turistas Nacionales,Origen,TOLIMA,50034
2018,Marzo,Turistas Nacionales,Origen,TOLIMA,53752
2018,Abril,Turistas Nacionales,Origen,TOLIMA,46641
2018,Mayo,Turistas Nacionales,Origen,TOLIMA,56414
2018,Junio,Turistas Nacionales,Origen,TOLIMA,40501
2018,Julio,Turistas Nacionales,Origen,TOLIMA,59583
2018,Agosto,Turistas Nacionales,Origen,TOLIMA,27421
2018,Septiembre,Turistas Nacionales,Origen,TOLIMA,46350
2018,Octubre,Turistas Nacionales,Origen,TOLIMA,71132
2018,Noviembre,Turistas Nacionales,Origen,TOLIMA,35641
2018,Diciembre,Turistas Nacionales,Origen,TOLIMA,108965
2018,Total,Turistas Nacionales,Origen,TOLIMA,646978
2019,Enero,Turistas Nacionales,Origen,TOLIMA,51533
2019,Febrero,Turistas Nacionales,Origen,TOLIMA,54948
2019,Marzo,Turistas Nacionales,Origen,TOLIMA,61254
2019,Abril,Turistas Nacionales,Origen,TOLIMA,49951
2019,Mayo,Turistas Nacionales,Origen,TOLIMA,65236
2019,Junio,Turistas Nacionales,Origen,TOLIMA,37114
2019,Julio,Turistas Nacionales,Origen,TOLIMA,44880
2019,Agosto,Turistas Nacionales,Origen,TOLIMA,47691
2019,Septiembre,Turistas Nacionales,Origen,TOLIMA,41693
2019,Octubre,Turistas Nacionales,Origen,TOLIMA,34496
2019,Noviembre,Turistas Nacionales,Origen,TOLIMA,32310
2019,Diciembre,Turistas Nacionales,Origen,TOLIMA,46056
2019,Total,Turistas Nacionales,Origen,TOLIMA,567162
2017,Enero,Turistas Nacionales,Origen,VALLE DEL CAUCA,72890
2017,Febrero,Turistas Nacionales,Origen,VALLE DEL CAUCA,43586
2017,Marzo,Turistas Nacionales,Origen,VALLE DEL CAUCA,49610
2017,Abril,Turistas Nacionales,Origen,VALLE DEL CAUCA,45712
2017,Mayo,Turistas Nacionales,Origen,VALLE DEL CAUCA,57226
2017,Junio,Turistas Nacionales,Origen,VALLE DEL CAUCA,37646
2017,Julio,Turistas Nacionales,Origen,VALLE DEL CAUCA,48484
2017,Agosto,Turistas Nacionales,Origen,VALLE DEL CAUCA,41426
2017,Septiembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,55505
2017,Octubre,Turistas Nacionales,Origen,VALLE DEL CAUCA,31994
2017,Noviembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,60930
2017,Diciembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,63378
2017,Total,Turistas Nacionales,Origen,VALLE DEL CAUCA,608387
2018,Enero,Turistas Nacionales,Origen,VALLE DEL CAUCA,55433
2018,Febrero,Turistas Nacionales,Origen,VALLE DEL CAUCA,54873
2018,Marzo,Turistas Nacionales,Origen,VALLE DEL CAUCA,48789
2018,Abril,Turistas Nacionales,Origen,VALLE DEL CAUCA,80945
2018,Mayo,Turistas Nacionales,Origen,VALLE DEL CAUCA,37217
2018,Junio,Turistas Nacionales,Origen,VALLE DEL CAUCA,49441
2018,Julio,Turistas Nacionales,Origen,VALLE DEL CAUCA,63959
2018,Agosto,Turistas Nacionales,Origen,VALLE DEL CAUCA,50985
2018,Septiembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,64876
2018,Octubre,Turistas Nacionales,Origen,VALLE DEL CAUCA,72406
2018,Noviembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,28672
2018,Diciembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,63111
2018,Total,Turistas Nacionales,Origen,VALLE DEL CAUCA,670707
2019,Enero,Turistas Nacionales,Origen,VALLE DEL CAUCA,60359
2019,Febrero,Turistas Nacionales,Origen,VALLE DEL CAUCA,59096
2019,Marzo,Turistas Nacionales,Origen,VALLE DEL CAUCA,68906
2019,Abril,Turistas Nacionales,Origen,VALLE DEL CAUCA,66607
2019,Mayo,Turistas Nacionales,Origen,VALLE DEL CAUCA,54248
2019,Junio,Turistas Nacionales,Origen,VALLE DEL CAUCA,50471
2019,Julio,Turistas Nacionales,Origen,VALLE DEL CAUCA,91603
2019,Agosto,Turistas Nacionales,Origen,VALLE DEL CAUCA,42010
2019,Septiembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,31537
2019,Octubre,Turistas Nacionales,Origen,VALLE DEL CAUCA,59845
2019,Noviembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,41393
2019,Diciembre,Turistas Nacionales,Origen,VALLE DEL CAUCA,55095
2019,Total,Turistas Nacionales,Origen,VALLE DEL CAUCA,681170
2017,Enero,Turistas Nacionales,Origen,VAUPES,183
2017,Febrero,Turistas Nacionales,Origen,VAUPES,426
2017,Marzo,Turistas Nacionales,Origen,VAUPES,504
2017,Abril,Turistas Nacionales,Origen,VAUPES,458
2017,Mayo,Turistas Nacionales,Origen,VAUPES,528
2017,Junio,Turistas Nacionales,Origen,VAUPES,441
2017,Julio,Turistas Nacionales,Origen,VAUPES,466
2017,Agosto,Turistas Nacionales,Origen,VAUPES,270
2017,Septiembre,Turistas Nacionales,Origen,VAUPES,969
2017,Octubre,Turistas Nacionales,Origen,VAUPES,0
2017,Noviembre,Turistas Nacionales,Origen,VAUPES,0
2017,Diciembre,Turistas Nacionales,Origen,VAUPES,2729
2017,Total,Turistas Nacionales,Origen,VAUPES,6974
2018,Enero,Turistas Nacionales,Origen,VAUPES,0
2018,Febrero,Turistas Nacionales,Origen,VAUPES,0
2018,Marzo,Turistas Nacionales,Origen,VAUPES,0
2018,Abril,Turistas Nacionales,Origen,VAUPES,0
2018,Mayo,Turistas Nacionales,Origen,VAUPES,0
2018,Junio,Turistas Nacionales,Origen,VAUPES,0
2018,Julio,Turistas Nacionales,Origen,VAUPES,
2018,Agosto,Turistas Nacionales,Origen,VAUPES,
2018,Septiembre,Turistas Nacionales,Origen,VAUPES,
2018,Octubre,Turistas Nacionales,Origen,VAUPES,
2018,Noviembre,Turistas Nacionales,Origen,VAUPES,512
2018,Diciembre,Turistas Nacionales,Origen,VAUPES,
2018,Total,Turistas Nacionales,Origen,VAUPES,512
2019,Enero,Turistas Nacionales,Origen,VAUPES,160
2019,Febrero,Turistas Nacionales,Origen,VAUPES,123
2019,Marzo,Turistas Nacionales,Origen,VAUPES,242
2019,Abril,Turistas Nacionales,Origen,VAUPES,152
2019,Mayo,Turistas Nacionales,Origen,VAUPES,0
2019,Junio,Turistas Nacionales,Origen,VAUPES,449
2019,Julio,Turistas Nacionales,Origen,VAUPES,0
2019,Agosto,Turistas Nacionales,Origen,VAUPES,0
2019,Septiembre,Turistas Nacionales,Origen,VAUPES,0
2019,Octubre,Turistas Nacionales,Origen,VAUPES,0
2019,Noviembre,Turistas Nacionales,Origen,VAUPES,0
