TEMA,SUBTEMA,VARIABLE,CLASE,Fuente,AnO,Valor
Generacion de empleo turismo,Sectores conexos,Alimentos y bebidas,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2017,142267.5833
Generacion de empleo turismo,Sectores conexos,Esparcimiento,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2017,1918.083333
Generacion de empleo turismo,Sectores conexos,Transporte aereo,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2017,10367.83333
Generacion de empleo turismo,Sectores conexos,Transporte terrestre,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2017,91228.41667
Generacion de empleo turismo,Participacion % ,Porcentaje,Empleo Turismo/ Turismo Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH Corte marzo 2020",2017,6.70%
Conectividad directa internacional,Ciudades,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2017,47
Conectividad directa internacional,Aerolineas,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2017,32
Conectividad directa internacional,Vuelos,Promedio mensual,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2017,3375
Conectividad directa internacional,Sillas,Promedio mensual,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2017,526262
Conectividad directa internacional,Pasajeros,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2017,5161725
indice de Presion Turistica,indice,indice,indice,Observatorio de Turismo,2017,1.25
indice de Competitividad Turistica Regional de Colombia-ICTRC,indice,indice,indice,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,7.12
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Estrategia de mercado,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,9.61
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Infraestructura,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,8.71
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Economico,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,7.46
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Cultural,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,7.08
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Social,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,6.95
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Empresarial,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,6.24
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Ambiental,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,6.58
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Gestion de destino,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2017,5.64
PIB,Participacion % ,Porcentaje,Subsector: Alojamiento y servicio de comida/ PIB Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Cuentas Nacionales",2017,2.80%
PIB,Participacion % ,Porcentaje,Sector: Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas; Transporte y almacenamiento; Alojamiento y servicios de comida/ PIB Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Cuentas Nacionales",2017,19.20%
Informacion Destacada del turismo internacional,Mundo Entero,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2017,1326
Informacion Destacada del turismo internacional,Mundo Entero,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Trillones de Dolares ,International Tourism Highlights (2012-2019),2017,1.6
Informacion Destacada del turismo internacional,Mundo Entero,Transporte Internacional de Pasajeros,Millones de Personas,International Tourism Highlights (2012-2019),2017,240
Informacion Destacada del turismo internacional,Mundo Entero,Ingresos por turismo internacional,Billones de Dolares ,International Tourism Highlights (2012-2019),2017,1340
Informacion Destacada del turismo internacional,Europa,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2017,672
Informacion Destacada del turismo internacional,Americas,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2017,211
Informacion Destacada del turismo internacional,Asia y el Pacifico,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2017,323
Informacion Destacada del turismo internacional,Africa,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2017,63
Informacion Destacada del turismo internacional,Medio Oriente,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2017,58
Informacion Destacada del turismo internacional,Europa,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2017,519
Informacion Destacada del turismo internacional,Americas,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2017,326
Informacion Destacada del turismo internacional,Asia y el Pacifico,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2017,390
Informacion Destacada del turismo internacional,Africa,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2017,37
Informacion Destacada del turismo internacional,Medio Oriente,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2017,68
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,"Ocio,recreacion,vacaciones",International Tourism Highlights (2012-2019),2017,55.00%
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,"VFR, salud,religion, otro",International Tourism Highlights (2012-2019),2017,27.00%
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,Negocios y profesional,International Tourism Highlights (2012-2019),2017,13.00%
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,No especificado,International Tourism Highlights (2012-2019),2017,6.00%
Informacion Destacada del turismo internacional,Mundo Entero,Medio de Transporte,Aire,International Tourism Highlights (2012-2019),2017,57.00%
Informacion Destacada del turismo internacional,Mundo Entero,Medio de Transporte,Terrestre y tren,International Tourism Highlights (2012-2019),2017,39.00%
Informacion Destacada del turismo internacional,Mundo Entero,Medio de Transporte,Agua,International Tourism Highlights (2012-2019),2017,4.00%
Prestadores de Servicios Turisticos - PST,Agencia de viajes,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,1443
Prestadores de Servicios Turisticos - PST,Arrendadores de vehiculos para turismo nacional e internacional,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,34
Prestadores de Servicios Turisticos - PST,Concesionarios de servicios turisticos en parque,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,
Prestadores de Servicios Turisticos - PST,Empresa de tiempo compartido y multipropiedad,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,14
Prestadores de Servicios Turisticos - PST,Empresa de transporte terrestre automotor,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,90
Prestadores de Servicios Turisticos - PST,Empresas captadoras de ahorro para viajes y de servicios turisticos,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,15
Prestadores de Servicios Turisticos - PST,Establecimiento de alojamiento y hospedaje,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,829
Prestadores de Servicios Turisticos - PST,Establecimiento de alojamiento y hospedaje,Habitaciones,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,27714
Prestadores de Servicios Turisticos - PST,Establecimiento de alojamiento y hospedaje,Camas,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,42902
Prestadores de Servicios Turisticos - PST,Hotel,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,605
Prestadores de Servicios Turisticos - PST,Hotel,Habitaciones,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,23914
Prestadores de Servicios Turisticos - PST,Hotel,Camas,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,35205
Prestadores de Servicios Turisticos - PST,Establecimiento de gastronomia y similares,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,533
Prestadores de Servicios Turisticos - PST,Guia de turismo,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,195
Prestadores de Servicios Turisticos - PST,Oficina de representacion turistica,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,134
Prestadores de Servicios Turisticos - PST,"Operadores profesionales de congresos, ferias y convenciones",Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,182
Prestadores de Servicios Turisticos - PST,Parques tematicos,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,1
Prestadores de Servicios Turisticos - PST,"Usuarios operadores, desarrolladores e industriales en zonas francas turisticas",Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,
Prestadores de Servicios Turisticos - PST,Intercambio vacacional,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2018,1
Airbnb & Homeaway,Barrios Unidos,Promedio mensual de propiedades,,,2018,167.6666667
Airbnb & Homeaway,Bosa,Promedio mensual de propiedades,,,2018,2.909090909
Airbnb & Homeaway,Candelaria,Promedio mensual de propiedades,,,2018,143.75
Airbnb & Homeaway,Chapinero,Promedio mensual de propiedades,,,2018,1246.083333
Airbnb & Homeaway,Engativa,Promedio mensual de propiedades,,,2018,160.3333333
Airbnb & Homeaway,Fontibon,Promedio mensual de propiedades,,,2018,201.0833333
Airbnb & Homeaway,Kennedy,Promedio mensual de propiedades,,,2018,75.66666667
Airbnb & Homeaway,Los Martires,Promedio mensual de propiedades,,,2018,29.58333333
Airbnb & Homeaway,Puente Aranda,Promedio mensual de propiedades,,,2018,27.66666667
Airbnb & Homeaway,Rafael Uribe Uribe,Promedio mensual de propiedades,,,2018,7.083333333
Airbnb & Homeaway,San Cristobal,Promedio mensual de propiedades,,,2018,6.666666667
Airbnb & Homeaway,Santa Fe,Promedio mensual de propiedades,,,2018,324.8333333
Airbnb & Homeaway,Suba,Promedio mensual de propiedades,,,2018,397.6666667
Airbnb & Homeaway,Teusaquillo,Promedio mensual de propiedades,,,2018,463.9166667
Airbnb & Homeaway,Usaquen,Promedio mensual de propiedades,,,2018,789.9166667
Airbnb & Homeaway,Usme,Promedio mensual de propiedades,,,2018,2.363636364
Tasa de ocupacion Hotelera,Tasa de ocupacion hotelera Bogota,Porcentaje,,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, Sistema de Informacion Turistica- SIH",2018,59.70%
Tasa de ocupacion Airbnb,Tasa de ocupacion Airbnb Bogota,Porcentaje,,,2018,45.50%
Generacion de empleo turismo,Empleo Turismo Bogota,Total,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2018,315796.6667
Generacion de empleo turismo,Sectores directos,Agencias de viaje,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2018,10559.08333
Generacion de empleo turismo,Sectores directos,Alojamiento y hospedaje,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2018,16655.75
Generacion de empleo turismo,Sectores conexos,Alimentos y bebidas,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2018,161280.25
Generacion de empleo turismo,Sectores conexos,Esparcimiento,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2018,1891.916667
Generacion de empleo turismo,Sectores conexos,Transporte aereo,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2018,17846.41667
Generacion de empleo turismo,Sectores conexos,Transporte terrestre,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2018,107563.25
Generacion de empleo turismo,Participacion % ,Porcentaje,Empleo Turismo/ Turismo Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH Corte marzo 2020",2018,7.60%
Conectividad directa internacional,Ciudades,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2018,49
Conectividad directa internacional,Aerolineas,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2018,32
Conectividad directa internacional,Vuelos,Promedio mensual,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2018,3507
Conectividad directa internacional,Sillas,Promedio mensual,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2018,551755
Conectividad directa internacional,Pasajeros,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2018,5465775
indice de Presion Turistica,indice,indice,indice,Observatorio de Turismo,2018,1.8
indice de Competitividad Turistica Regional de Colombia-ICTRC,indice,indice,indice,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,7.01
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Estrategia de mercado,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,9.75
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Infraestructura,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,8.73
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Economico,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,7.32
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Cultural,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,7.37
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Social,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,6.89
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Empresarial,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,6.51
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Ambiental,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,6.97
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Gestion de destino,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2018,4.5
PIB,Participacion % ,Porcentaje,Subsector: Alojamiento y servicio de comida/ PIB Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Cuentas Nacionales",2018,2.80%
PIB,Participacion % ,Porcentaje,Sector: Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas; Transporte y almacenamiento; Alojamiento y servicios de comida/ PIB Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Cuentas Nacionales",2018,19.30%
Informacion Destacada del turismo internacional,Mundo Entero,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2018,1400
Informacion Destacada del turismo internacional,Mundo Entero,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Trillones de Dolares ,International Tourism Highlights (2012-2019),2018,1.7
Informacion Destacada del turismo internacional,Mundo Entero,Transporte Internacional de Pasajeros,Millones de Personas,International Tourism Highlights (2012-2019),2018,256
Informacion Destacada del turismo internacional,Mundo Entero,Ingresos por turismo internacional,Billones de Dolares ,International Tourism Highlights (2012-2019),2018,1500
Informacion Destacada del turismo internacional,Europa,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2018,710
Informacion Destacada del turismo internacional,Americas,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2018,216
Informacion Destacada del turismo internacional,Asia y el Pacifico,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2018,348
Informacion Destacada del turismo internacional,Africa,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2018,67
Informacion Destacada del turismo internacional,Medio Oriente,Llegadas de Turistas Internacionales,Millones de Personas,International Tourism Highlights (2012-2019),2018,60
Informacion Destacada del turismo internacional,Europa,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2018,570
Informacion Destacada del turismo internacional,Americas,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2018,334
Informacion Destacada del turismo internacional,Asia y el Pacifico,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2018,435
Informacion Destacada del turismo internacional,Africa,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2018,38
Informacion Destacada del turismo internacional,Medio Oriente,Exportaciones Totales de Turismo Internacional,(ingresos + transporte de pasajeros) Billones de Dolares ,International Tourism Highlights (2012-2019),2018,73
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,"Ocio,recreacion,vacaciones",International Tourism Highlights (2012-2019),2018,56.00%
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,"VFR, salud,religion, otro",International Tourism Highlights (2012-2019),2018,27.00%
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,Negocios y profesional,International Tourism Highlights (2012-2019),2018,13.00%
Informacion Destacada del turismo internacional,Mundo Entero,Proposito del Viaje,No especificado,International Tourism Highlights (2012-2019),2018,4.00%
Informacion Destacada del turismo internacional,Mundo Entero,Medio de Transporte,Aire,International Tourism Highlights (2012-2019),2018,58.00%
Informacion Destacada del turismo internacional,Mundo Entero,Medio de Transporte,Terrestre y tren,International Tourism Highlights (2012-2019),2018,39.00%
Informacion Destacada del turismo internacional,Mundo Entero,Medio de Transporte,Agua,International Tourism Highlights (2012-2019),2018,4.00%
Big Data,Estados Unidos,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,1387461
Big Data,Mexico,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,736212
Big Data,Espana,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,586315
Big Data,Brasil,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,469840
Big Data,Argentina,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,169828
Big Data,Alemania,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,94146
Big Data,Francia,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,99355
Big Data,Reino Unido,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,91000
Big Data,Paises Bajos,Capacidad aerea,Total asientos,Plataforma de Big Data para Destinos Inteligentes - Mabrian,2018,59094
Prestadores de Servicios Turisticos - PST,Agencia de viajes,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,1956
Prestadores de Servicios Turisticos - PST,Arrendadores de vehiculos para turismo nacional e internacional,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,58
Prestadores de Servicios Turisticos - PST,Concesionarios de servicios turisticos en parque,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,1
Prestadores de Servicios Turisticos - PST,Empresa de tiempo compartido y multipropiedad,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,16
Prestadores de Servicios Turisticos - PST,Empresa de transporte terrestre automotor,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,149
Prestadores de Servicios Turisticos - PST,Empresas captadoras de ahorro para viajes y de servicios turisticos,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,13
Prestadores de Servicios Turisticos - PST,Establecimiento de alojamiento y hospedaje,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,848
Prestadores de Servicios Turisticos - PST,Establecimiento de alojamiento y hospedaje,Habitaciones,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,28438
Prestadores de Servicios Turisticos - PST,Establecimiento de alojamiento y hospedaje,Camas,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,41824
Prestadores de Servicios Turisticos - PST,Hotel,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,658
Prestadores de Servicios Turisticos - PST,Hotel,Habitaciones,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,25297
Prestadores de Servicios Turisticos - PST,Hotel,Camas,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,36507
Prestadores de Servicios Turisticos - PST,Establecimiento de gastronomia y similares,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,546
Prestadores de Servicios Turisticos - PST,Guia de turismo,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,270
Prestadores de Servicios Turisticos - PST,Oficina de representacion turistica,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,190
Prestadores de Servicios Turisticos - PST,"Operadores profesionales de congresos, ferias y convenciones",Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,287
Prestadores de Servicios Turisticos - PST,Parques tematicos,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,4
Prestadores de Servicios Turisticos - PST,"Usuarios operadores, desarrolladores e industriales en zonas francas turisticas",Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,
Prestadores de Servicios Turisticos - PST,Intercambio vacacional,Total,,"Camara de Comercio de Bogota- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT",2019,
Airbnb & Homeaway,Barrios Unidos,Promedio mensual de propiedades,,,2019,221.5
Airbnb & Homeaway,Bosa,Promedio mensual de propiedades,,,2019,6.5
Airbnb & Homeaway,Candelaria,Promedio mensual de propiedades,,,2019,178.5
Airbnb & Homeaway,Chapinero,Promedio mensual de propiedades,,,2019,1471
Airbnb & Homeaway,Engativa,Promedio mensual de propiedades,,,2019,246.5
Airbnb & Homeaway,Fontibon,Promedio mensual de propiedades,,,2019,246.5
Airbnb & Homeaway,Kennedy,Promedio mensual de propiedades,,,2019,121.5
Airbnb & Homeaway,Los Martires,Promedio mensual de propiedades,,,2019,50
Airbnb & Homeaway,Puente Aranda,Promedio mensual de propiedades,,,2019,39.5
Airbnb & Homeaway,Rafael Uribe Uribe,Promedio mensual de propiedades,,,2019,12
Airbnb & Homeaway,San Cristobal,Promedio mensual de propiedades,,,2019,12
Airbnb & Homeaway,Santa Fe,Promedio mensual de propiedades,,,2019,393
Airbnb & Homeaway,Suba,Promedio mensual de propiedades,,,2019,518
Airbnb & Homeaway,Teusaquillo,Promedio mensual de propiedades,,,2019,668
Airbnb & Homeaway,Usaquen,Promedio mensual de propiedades,,,2019,915
Airbnb & Homeaway,Usme,Promedio mensual de propiedades,,,2019,1
Tasa de ocupacion Hotelera,Tasa de ocupacion hotelera Bogota,Porcentaje,,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, Sistema de Informacion Turistica- SIH",2019,62.30%
Tasa de ocupacion Airbnb,Tasa de ocupacion Airbnb Bogota,Porcentaje,,,2019,44.00%
Generacion de empleo turismo,Empleo Turismo Bogota,Total,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2019,288537
Generacion de empleo turismo,Sectores directos,Agencias de viaje,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2019,9506
Generacion de empleo turismo,Sectores directos,Alojamiento y hospedaje,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2019,12265.58333
Generacion de empleo turismo,Sectores conexos,Alimentos y bebidas,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2019,155898
Generacion de empleo turismo,Sectores conexos,Esparcimiento,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2019,1245
Generacion de empleo turismo,Sectores conexos,Transporte aereo,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2019,9764
Generacion de empleo turismo,Sectores conexos,Transporte terrestre,,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020",2019,99858.41667
Generacion de empleo turismo,Participacion % ,Porcentaje,Empleo Turismo/ Turismo Bogota,"Departamento Administrativo Nacional de Estadistica- DANE, Gran Encuesta Integrada de Hogares- GEIH Corte marzo 2020",2019,6.90%
Conectividad directa internacional,Ciudades,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2019,50
Conectividad directa internacional,Aerolineas,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2019,32
Conectividad directa internacional,Vuelos,Promedio mensual,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2019,3727
Conectividad directa internacional,Sillas,Promedio mensual,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2019,570575
Conectividad directa internacional,Pasajeros,Total,,"Aeronautica civil, Base de datos Trafico por Equipo. Corte marzo 2020",2019,5613039
indice de Presion Turistica,indice,indice,indice,Observatorio de Turismo,2019,
indice de Competitividad Turistica Regional de Colombia-ICTRC,indice,indice,indice,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,7.05
indice de Competitividad Turistica Regional de Colombia-ICTRC,Criterio,Estrategia de mercado,indice 0-10,"Asociacion Hotelera y Tuistica de Colombia- COTELCO, ICTRC",2019,9.83
